GENE,CHR,START,STOP,STRAND,SIZE
MIR548F4,7,146706042,146706146,-,105
AC005518.2,7,146999736,147001168,+,1433
U6,7,147159795,147159902,+,108
RNA5SP249,7,147177909,147178007,+,99
Metazoa_SRP,7,147268029,147268324,+,296
U3,7,147717674,147717883,+,210
Metazoa_SRP,7,147766334,147766600,+,267
AC005229.5,7,147908426,147908824,+,399
C7orf33,7,147918590,147943885,+,25296
AC005229.7,7,147965204,147965612,+,409
CUL1,7,148025939,148129061,+,103123
AC005229.1,7,148058854,148058953,-,100
EZH2,7,148135408,148212346,-,76939
RNU7-20P,7,148149037,148149098,+,62
Metazoa_SRP,7,148218239,148218540,+,302
RNY5,7,148269513,148269591,+,79
RNY4,7,148291340,148291435,+,96
RNY3,7,148311780,148311881,+,102
RNY1,7,148315161,148315273,-,113
PDIA4,7,148331087,148356666,-,25580
U6,7,148361082,148361192,+,111
COX6B1P1,7,148381986,148382198,+,213
ZNF786,7,148397668,148418807,-,21140
ZNF425,7,148430809,148454371,-,23563
Metazoa_SRP,7,148453718,148454011,-,294
ZNF398,7,148454441,148511049,+,56609
RP4-800G7.1,7,148519068,148519248,-,181
ZNF282,7,148523510,148554272,+,30763
ZNF212,7,148567675,148583633,+,15959
ZNF783,7,148590195,148625326,+,35132
RP4-800G7.2,7,148613305,148625336,+,12032
SNORD112,7,148614466,148614537,-,72
AC004941.5,7,148649889,148650116,-,228
NPM1P12,7,148662048,148662881,+,834
AC004941.3,7,148726228,148729480,+,3253
RP11-143I21.1,7,148750699,148752914,+,2216
ZNF777,7,148759387,148789147,-,29761
ZNF746,7,148800818,148825841,-,25024
ZNF767,7,148875178,148952776,-,77599
KRBA1,7,149042805,149062597,+,19793
ZNF467,7,149092204,149101501,-,9298
SSPO,7,149104064,149162001,+,57938
ZNF862,7,149166389,149195501,+,29113
ATP6V0E2-AS1,7,149195719,149208632,-,12914
ATP6V0E2,7,149200990,149208720,+,7731
RP11-728K20.1,7,149219213,149237726,-,18514
RP11-728K20.2,7,149328774,149333146,+,4373
RP11-545G3.1,7,149368543,149404677,+,36135
ACTR3C,7,149571938,149651747,-,79810
LRRC61,7,149650661,149666172,+,15512
C7orf29,7,149657871,149660741,+,2871
RARRES2,7,149666341,149669696,-,3356
RP4-584D14.7,7,149669793,149670629,+,837
RP4-584D14.5,7,149691799,149700612,-,8814
REPIN1,7,149696211,149702066,+,5856
ZNF775,7,149696812,149740491,+,43680
RP4-584D14.6,7,149707876,149711906,-,4031
RP11-511P7.2,7,149761675,149776161,+,14487
GIMAP8,7,149778651,149807413,+,28763
STRADBP1,7,149840580,149841860,-,1281
GIMAP7,7,149842851,149849094,+,6244
ALDH7A1P3,7,149869775,149870119,-,345
GIMAP4,7,149895298,149901974,+,6677
RP11-632K21.3,7,149942082,149942785,-,704
GIMAP6,7,149953396,149960406,-,7011
GIMAP2,7,150013718,150021662,+,7945
GIMAP1,7,150044578,150052305,+,7728
GIMAP5,7,150050274,150078054,+,27781
RP5-1051J4.6,7,150074914,150075749,-,836
RP5-1051J4.4,7,150077757,150118770,+,41014
TMEM176B,7,150119306,150129381,-,10076
TMEM176A,7,150128424,150133141,+,4718
ABP1,7,150152648,150189525,+,36878
KCNH2,7,150272982,150306336,-,33355
NOS3,7,150319016,150342609,+,23594
ATG9B,7,150340230,150352519,-,12290
ABCB8,7,150356443,150375802,+,19360
RP11-148K1.10,7,150356801,150357774,-,974
ASIC3,7,150376312,150380776,+,4465
CDK5,7,150381832,150386550,-,4719
SLC4A2,7,150385230,150404547,+,19318
RP11-148K1.12,7,150402762,150404550,-,1789
FASTK,7,150404644,150408886,-,4243
TMUB1,7,150409100,150411566,-,2467
AGAP3,7,150413851,150472456,+,58606
GBX1,7,150476609,150502765,-,26157
ASB10,7,150503718,150515852,-,12135
IQCA1P1,7,150519000,150533515,-,14516
ABCF2,7,150535856,150555249,-,19394
CHPF2,7,150560508,150566841,+,6334
MIR671,7,150566440,150566557,+,118
SMARCD3,7,150566783,150605915,-,39133
RP5-1070G24.2,7,150577344,150582409,+,5066
NUB1,7,150669718,150706468,+,36751
WDR86,7,150703928,150738746,-,34819
WDR86-AS1,7,150737180,150741373,+,4194
RP4-555L14.4,7,150755702,150767143,+,11442
CRYGN,7,150756854,150768832,-,11979
MIR3907,7,150761508,150761658,-,151
Metazoa_SRP,7,150792671,150792957,-,287
RHEB,7,150794031,150848139,-,54109
ETF1P2,7,150829897,150831482,+,1586
PRKAG2,7,150884130,151205143,-,321014
RP13-452N2.1,7,151134677,151138839,+,4163
PRKAG2-AS1,7,151205060,151207232,+,2173
U6,7,151228293,151228392,+,100
Y_RNA,7,151244345,151244436,+,92
RP11-796I2.1,7,151278404,151283003,-,4600
GALNTL5,7,151284397,151347952,+,63556
GALNT11,7,151353692,151450358,+,96667
snoU13,7,151396918,151397023,-,106
RP5-981O7.2,7,151448019,151449735,-,1717
YBX1P4,7,151456897,151457704,+,808
MLL3,7,151462943,151764023,-,301081
RP11-208G20.2,7,151695189,151695278,+,90
SEPT7P6,7,151695537,151696679,+,1143
Y_RNA,7,151730798,151730911,+,114
FABP5P3,7,151764913,151771205,+,6293
AC005631.1,7,151767239,151767326,+,88
CCT8L1P,7,151773495,151775168,+,1674
RP5-1129J21.3,7,151791804,151793567,+,1764
AC104843.4,7,151918659,151918959,-,301
RNA5SP250,7,151920991,151921109,-,119
snoU13,7,151923941,151924048,+,108
AC104843.3,7,151930231,151930910,-,680
SNORA26,7,151937331,151937452,+,122
XRCC2,7,151972797,152004183,-,31387
Metazoa_SRP,7,152066460,152066748,-,289
ATP5F1P3,7,152077097,152077753,+,657
Metazoa_SRP,7,152085680,152085967,+,288
ACTR3B,7,152087767,152183396,+,95630
AF104455.1,7,152384755,152384837,+,83
AC079809.2,7,152472331,152472606,-,276
AC073236.3,7,152727938,152741981,-,14044
AC091652.2,7,152777447,152777893,+,447
AC005588.2,7,153296683,153296844,-,162
RP5-1048B16.1,7,153354305,153366622,-,12318
AC006019.3,7,153383603,153387579,-,3977
AC006019.4,7,153420219,153424061,-,3843
RP11-476H24.1,7,154261031,154288126,-,27096
AC093726.6,7,154351141,154372551,+,21411
PAXIP1,7,154366330,154425727,-,59398
AC093726.4,7,154489710,154494200,-,4491
HTR5A,7,154492967,154508392,+,15426
AC092628.3,7,154529043,154529294,+,252
7SK,7,154604524,154604827,+,304
AC099552.4,7,154619206,154621098,-,1893
AC099552.3,7,154626790,154627832,+,1043
AC099552.2,7,154689942,154690695,+,754
INSIG1,7,154720419,154732879,+,12461
BLACE,7,154842441,154853390,-,10950
AC008060.7,7,154867532,154881812,+,14281
RP5-912I13.1,7,154885378,154887238,+,1861
AC008060.8,7,154906662,154942555,-,35894
EN2,7,154943585,154950287,+,6703
CNPY1,7,154959662,155019318,-,59657
AC008060.5,7,154995739,155004079,+,8341
AC009403.2,7,155096686,155130660,-,33975
RBM33,7,155129906,155266940,+,137035
SHH,7,155285441,155297728,-,12288
AC104133.1,7,155357346,155357462,+,117
AC021218.2,7,155448087,155451798,+,3712
Y_RNA,7,155671577,155671678,-,102
AC073133.2,7,155917978,155921288,-,3311
AC073133.1,7,155923244,155931043,-,7800
AC073871.2,7,155957651,156126047,-,168397
RP5-982E9.1,7,156069615,156091222,-,21608
AC005534.6,7,156118810,156119242,+,433
C7orf13,7,156123818,156126109,-,2292
RNF32,7,156125736,156162585,+,36850
AC005534.8,7,156139640,156143148,-,3509
AC005534.9,7,156154407,156162018,-,7612
LMBR1,7,156166332,156378685,-,212354
U4,7,156357533,156357673,+,141
RP5-1121A15.3,7,156430176,156431100,+,925
NOM1,7,156435178,156458637,+,23460
MNX1,7,156479506,156496000,-,16495
RP5-1121A15.4,7,156491762,156492587,+,826
RP5-1121A15.1,7,156496260,156501881,+,5622
RP4-639J15.1,7,156543164,156543969,-,806
RP4-639J15.2,7,156573410,156573998,-,589
AC006967.1,7,156595435,156596525,+,1091
UBE3C,7,156624368,156754827,+,130460
RP4-814D15.2,7,156677823,156678287,+,465
RP4-814D15.1,7,156683055,156683966,-,912
RP5-1142J19.2,7,156748477,156748684,-,208
RP5-1142J19.1,7,156766991,156768141,-,1151
Metazoa_SRP,7,156791248,156791526,+,279
DNAJB6,7,156820836,156902894,+,82059
AC006372.4,7,156951686,156985171,+,33486
AC006372.5,7,156986777,156989032,+,2256
AC006372.6,7,156998749,157002296,+,3548
AC006372.1,7,157011238,157012780,+,1543
PTPRN2,7,157024511,158073241,-,1048731
MIR153-2,7,157059789,157059875,-,87
AC005481.5,7,157099476,157104218,+,4743
AC006003.3,7,157224463,157225909,-,1447
AC011899.9,7,157339982,157351545,+,11564
AC011899.10,7,157512826,157516581,+,3756
MIR595,7,158018171,158018266,-,96
AC078942.1,7,158022948,158025332,+,2385
AC093662.5,7,158076082,158076573,+,492
MIR5707,7,158077069,158077149,+,81
THAP5P1,7,158108641,158108902,-,262
NCAPG2,7,158116764,158190281,-,73518
AC019084.7,7,158205182,158205613,+,432
ESYT2,7,158216447,158315705,-,99259
WDR60,7,158342030,158442199,+,100170
LINC00689,7,158491974,158515647,+,23674
VIPR2,7,158513627,158630410,-,116784
PIP5K1P2,7,158716886,158718828,+,1943
AC144568.4,8,4091,4320,-,230
AC144568.2,8,12601,19775,+,7175
RP11-585F1.8,8,90584,90728,-,145
WBP1LP3,8,95274,95481,+,208
OR4F21,8,106049,107043,-,995
RP11-585F1.10,8,132091,140563,-,8473
RP11-585F1.2,8,140385,140562,-,178
RP11-585F1.6,8,142660,142897,-,238
RPL23AP53,8,153251,153707,-,457
ZNF596,8,172137,187342,+,15206
RP11-63E5.1,8,204315,204672,+,358
RP11-63E5.6,8,245306,271026,-,25721
FAM87A,8,315931,323174,-,7244
FBXO25,8,346428,411225,+,64798
C8orf42,8,429803,485781,-,55979
ERICH1,8,554746,678106,-,123361
RP11-43A14.1,8,665188,665877,-,690
ERICH1-AS1,8,677651,1075184,+,397534
CTD-2281E23.2,8,1042289,1199987,+,157699
CTD-2281E23.3,8,1184196,1186167,-,1972
CTD-2281E23.1,8,1231699,1238236,-,6538
AF067845.1,8,1304215,1305406,-,1192
DLGAP2,8,1436939,1644049,+,207111
RP11-666I19.2,8,1501082,1557990,-,56909
CTD-2336O2.2,8,1665779,1667025,+,1247
CLN8,8,1691351,1722145,+,30795
CTD-2336O2.1,8,1697563,1700075,-,2513
MIR596,8,1752804,1752880,+,77
ARHGEF10,8,1759549,1894214,+,134666
RP11-439C15.2,8,1906970,1912017,+,5048
RP11-439C15.4,8,1908143,1910210,-,2068
KBTBD11,8,1909451,1942509,+,33059
RP11-1049H7.2,8,1969057,1971136,+,2080
MYOM2,8,1980562,2100882,+,120321
AC133633.2,8,2338399,2357100,-,18702
AC133633.1,8,2363531,2366715,+,3185
RP11-378A12.1,8,2434483,2467860,-,33378
RP11-134O21.1,8,2510998,2573398,-,62401
GS1-57L11.1,8,2572265,2667411,+,95147
CSMD1,8,2780399,4839902,-,2059504
RP11-279L11.1,8,3218282,3220155,-,1874
RNA5SP251,8,3545422,3545558,+,137
Metazoa_SRP,8,4237752,4238020,+,269
PAICSP4,8,4632262,4633514,+,1253
RP11-221H10.1,8,4917575,4917799,-,225
SNORA70,8,4973209,4973342,-,134
Metazoa_SRP,8,4987341,4987637,-,297
RP11-745K9.1,8,5321478,5321896,+,419
RP5-991O23.1,8,5350998,5354056,-,3059
RP11-281H11.1,8,5504609,5515007,-,10399
RP11-728L1.1,8,5693627,5694622,+,996
7SK,8,5755875,5756166,-,292
RP11-158A14.1,8,5881363,5881904,-,542
RP11-124B13.1,8,5889283,6102466,-,213184
RP11-115C21.2,8,6248480,6252071,-,3592
MCPH1,8,6251521,6488552,+,237032
RP11-115C21.4,8,6318774,6319217,-,444
ANGPT2,8,6344580,6408338,-,63759
CTD-2541M15.1,8,6463404,6553138,-,89735
AGPAT5,8,6553286,6604592,+,51307
MIR4659B,8,6590093,6590173,+,81
XKR5,8,6653448,6680576,-,27129
GS1-24F4.2,8,6680486,6730208,+,49723
DEFB1,8,6715507,6722954,-,7448
GS1-24F4.1,8,6743810,6744400,-,591
DEFA6,8,6769625,6771008,-,1384
GS1-24F4.3,8,6773540,6775405,+,1866
DEFA4,8,6780754,6783270,-,2517
DEFA8P,8,6795658,6796531,-,874
DEFA9P,8,6804221,6805093,-,873
DEFA10P,8,6813073,6814045,-,973
DEFA1,8,6822581,6825012,-,2432
DEFT1P,8,6832110,6834653,-,2544
DEFA1B,8,6841698,6863188,-,21491
DEFT1P2,8,6851225,6852321,-,1097
DEFA3,8,6860801,6863233,-,2433
DEFA11P,8,6873573,6874421,-,849
DEFA7P,8,6883503,6884371,-,869
DEFA5,8,6900241,6901666,-,1426
AF238378.7,8,6927903,6928260,+,358
AF228730.8,8,6957246,6958660,-,1415
AF228730.1,8,6960831,6960980,-,150
RPS3AP30,8,6967789,6968636,+,848
AF228730.12,8,6988564,6988773,-,210
AF228730.7,8,7015482,7015673,+,192
RPS3AP33,8,7035833,7036495,-,663
AF228730.2,8,7043372,7043520,+,149
AF228730.5,8,7045688,7045789,+,102
AF228730.13,8,7083218,7083563,-,346
OR7E125P,8,7091658,7093284,-,1627
FAM90A15P,8,7101836,7104846,+,3011
FAM90A3P,8,7109458,7120090,+,10633
FAM90A4P,8,7117080,7120090,+,3011
FAM90A13P,8,7124702,7128176,+,3475
FAM90A5P,8,7132324,7135886,+,3563
FAM90A20P,8,7139946,7142956,+,3011
FAM66B,8,7146543,7200286,-,53744
DEFB109P1B,8,7157778,7164883,+,7106
USP17L1P,8,7177319,7178911,+,1593
USP17L4,8,7182047,7183639,+,1593
AC130360.8,8,7186758,7187874,+,1117
ZNF705G,8,7200449,7230490,-,30042
DEFB108P2,8,7218046,7222432,+,4387
DEFB4B,8,7259792,7261795,-,2004
HSPD1P3,8,7263923,7265478,+,1556
DEFB103B,8,7273820,7275280,-,1461
SPAG11B,8,7287616,7308606,-,20991
AC130360.1,8,7302888,7302982,+,95
DEFB104B,8,7315240,7320014,-,4775
DEFB106B,8,7327436,7331332,-,3897
DEFB105B,8,7332601,7334525,+,1925
DEFB107B,8,7340778,7354243,+,13466
RP11-1118M6.1,8,7384560,7387382,+,2823
FAM90A6P,8,7393985,7396994,-,3010
FAM90A7P,8,7401632,7404644,-,3013
FAM90A21P,8,7408730,7427585,-,18856
FAM90A22P,8,7416927,7419938,-,3012
FAM90A23P,8,7424576,7427585,-,3010
OR7E157P,8,7436938,7437848,+,911
RP11-1118M6.2,8,7445936,7446199,+,264
AC084121.14,8,7591762,7592025,-,264
OR7E154P,8,7600114,7601823,-,1710
FAM90A14P,8,7610375,7613385,+,3011
FAM90A18P,8,7618023,7629233,+,11211
FAM90A16P,8,7625671,7628681,+,3011
FAM90A8P,8,7633319,7636328,+,3010
FAM90A17P,8,7640966,7652176,+,11211
FAM90A19P,8,7648614,7651624,+,3011
FAM90A9P,8,7656262,7659272,+,3011
FAM90A10P,8,7663909,7666920,+,3012
AC084121.16,8,7673523,7676345,-,2823
AC084121.17,8,7688648,7690802,-,2155
DEFB107A,8,7706652,7710648,-,3997
DEFB105A,8,7716898,7718821,-,1924
DEFB106A,8,7720104,7723985,+,3882
DEFB104A,8,7731403,7736174,+,4772
SPAG11A,8,7742808,7763799,+,20992
AC130365.1,8,7748429,7748523,-,95
DEFB103A,8,7776136,7777596,+,1461
HSPD1P2,8,7785935,7787487,-,1553
DEFB4A,8,7789561,7791643,+,2083
ZNF705B,8,7821269,7849681,+,28413
DEFB108P1,8,7829344,7833702,-,4359
FAM66E,8,7849946,7903687,+,53742
RP11-1195F20.7,8,7862276,7863476,-,1201
USP17L8,8,7866593,7868185,-,1593
USP17L3,8,7871325,7872917,-,1593
DEFB109,8,7885347,7892453,-,7107
FAM90A11P,8,7906714,7911944,-,5231
FAM90A24P,8,7914361,7925578,-,11218
FAM90A12P,8,7922009,7927237,-,5229
OR7E96P,8,7934910,7935885,+,976
RP11-52B19.8,8,7943851,7944199,+,349
RP11-52B19.10,8,7980954,7981697,-,744
MIR548I3,8,7983873,7984021,-,149
RP11-52B19.1,8,7990878,7991658,+,781
RP11-52B19.7,8,8011677,8011881,-,205
AC068020.1,8,8033760,8033863,-,104
RP11-556O5.1,8,8049240,8111848,+,62609
RP11-556O5.5,8,8062751,8121546,-,58796
LRLE1,8,8083568,8083741,-,174
FAM86B3P,8,8123527,8139797,+,16271
ALG1L13P,8,8130935,8139599,-,8665
SGK223,8,8212668,8281418,-,68751
CTA-398F10.1,8,8309610,8319552,-,9943
CTA-398F10.2,8,8351829,8356257,-,4429
CTD-3023L14.3,8,8450658,8455885,-,5228
CTD-3023L14.1,8,8454814,8457044,+,2231
CTD-3023L14.2,8,8456311,8464608,+,8298
Metazoa_SRP,8,8477274,8477575,-,302
AC087269.2,8,8528384,8528468,+,85
CLDN23,8,8596858,8599026,+,2169
AC087269.1,8,8597076,8599026,+,1951
RP11-211C9.1,8,8618613,8677399,-,58787
MFHAS1,8,8678274,8788565,-,110292
U6,8,8790733,8790838,+,106
RP11-62H7.2,8,8856120,8873945,+,17826
SNORA70,8,8856495,8856628,+,134
ERI1,8,8897067,9011666,+,114600
MIR4660,8,8943365,8943438,+,74
U3,8,8953459,8953550,-,92
RNU7-55P,8,8967375,8967436,-,62
PPP1R3B,8,9031175,9046494,-,15320
RP11-10A14.3,8,9036344,9040355,+,4012
RP11-10A14.4,8,9046662,9063056,+,16395
RP11-10A14.6,8,9075171,9077439,-,2269
RP11-10A14.5,8,9083931,9097774,+,13844
RP11-10A14.8,8,9127933,9128369,+,437
RP11-115J16.1,8,9144337,9308634,+,164298
RP11-10A14.7,8,9150269,9155215,-,4947
U6,8,9182392,9182498,-,107
RP11-115J16.3,8,9246158,9253361,-,7204
U6,8,9266010,9266115,-,106
RP11-115J16.2,8,9266890,9331125,-,64236
RP11-375N15.1,8,9348618,9352338,+,3721
TNKS,8,9450834,9677266,+,226433
RP11-1081K18.1,8,9553215,9553358,-,144
MIR597,8,9636592,9636688,+,97
snoU13,8,9761827,9761930,-,104
LINC00599,8,9794984,9800286,-,5303
MIR124-1,8,9798308,9798392,-,85
snoU13,8,9826640,9826743,-,104
RP11-1E4.1,8,9945405,9949174,-,3770
MSRA,8,9949188,10323811,+,374624
AC023385.1,8,9982841,9982951,+,111
RP11-212F11.1,8,10231702,10232597,-,896
RP11-981G7.1,8,10328592,10333232,+,4641
RP11-981G7.2,8,10369485,10376894,+,7410
U6,8,10371143,10371249,+,107
RP11-981G7.3,8,10372411,10374295,-,1885
PRSS51,8,10377798,10442505,-,64708
PRSS55,8,10420466,10449086,+,28621
RP1L1,8,10501269,10607107,-,105839
MIR4286,8,10561898,10561990,+,93
C8orf74,8,10567557,10595513,+,27957
RNA5SP252,8,10581489,10581607,+,119
SOX7,8,10618688,10734767,-,116080
SOX7,8,10620319,10734767,-,114449
CTD-2135J3.3,8,10624234,10666312,+,42079
PINX1,8,10659883,10734804,-,74922
SNORD112,8,10678975,10679039,+,65
RP11-177H2.2,8,10735496,10741421,+,5926
XKR6,8,10790965,11096285,-,305321
MIR598,8,10930126,10930222,-,97
AF131215.6,8,10957567,10962009,-,4443
AF131215.9,8,10999611,11001624,-,2014
AF131215.2,8,11002708,11004646,-,1939
AF131215.3,8,11018301,11020984,-,2684
AF131215.5,8,11021390,11025155,-,3766
AF131215.4,8,11031818,11033527,-,1710
AF131215.1,8,11069970,11070489,+,520
AF131215.8,8,11097884,11098590,+,707
LINC00529,8,11142545,11162784,-,20240
RPL19P13,8,11150939,11151522,+,584
CTC-493P15.2,8,11176283,11177420,-,1138
MTMR9,8,11179335,11223056,+,43722
AF131216.6,8,11210784,11220348,-,9565
SLC35G5,8,11225807,11227127,+,1321
TDH,8,11234556,11263371,+,28816
AF131216.5,8,11240667,11242421,-,1755
C8orf12,8,11263321,11333577,+,70257
Metazoa_SRP,8,11274314,11274610,+,297
U6,8,11287330,11287436,-,107
FAM167A,8,11316382,11369634,-,53253
BLK,8,11388919,11459522,+,70604
RP11-148O21.6,8,11447406,11447909,-,504
RP11-148O21.3,8,11448142,11449125,-,984
RP11-148O21.4,8,11451169,11452940,-,1772
RP11-148O21.2,8,11453384,11454938,-,1555
LINC00208,8,11471231,11476260,+,5030
GATA4,8,11571877,11654920,+,83044
C8orf49,8,11656305,11657718,+,1414
NEIL2,8,11664557,11682264,+,17708
SUB1P1,8,11684923,11685306,+,384
FDFT1,8,11690491,11734227,+,43737
RP11-297N6.4,8,11692846,11697486,-,4641
CTSB,8,11737442,11764366,-,26925
RP11-589N15.2,8,11741072,11741309,-,238
RP11-589N15.1,8,11790768,11791788,-,1021
OR7E158P,8,11814818,11815727,-,910
OR7E161P,8,11823510,11824481,-,972
DEFB136,8,11868855,11869517,-,663
DEFB135,8,11877239,11879508,+,2270
DEFB134,8,11888101,11891230,-,3130
RP11-481A20.4,8,11894005,11894386,+,382
RP11-481A20.10,8,11898318,11899000,-,683
RP11-481A20.11,8,11907954,11910452,-,2499
RP11-481A20.8,8,11920162,11920516,-,355
OR7E160P,8,11928564,11929530,-,967
RP11-1236K1.11,8,11938424,11938588,-,165
DEFB130,8,11959307,11966665,-,7359
RNA5SP253,8,11982314,11982363,-,50
DEFB108P3,8,11990097,11990265,-,169
ZNF705D,8,11999307,12010434,+,11128
FAM66D,8,12010700,12046107,+,35408
RP11-1236K1.8,8,12023025,12024216,-,1192
USP17L7,8,12027335,12029362,-,2028
USP17L2,8,12032086,12033995,-,1910
DEFB109P3,8,12045813,12046052,-,240
FAM90A2P,8,12067120,12073493,-,6374
ALG1L11P,8,12073615,12077637,+,4023
AC145124.1,8,12075607,12075672,+,66
FAM86B1,8,12077014,12089051,-,12038
AC145124.2,8,12089385,12091198,+,1814
ABC11-48400900C8.1,8,12349893,12350523,-,631
DEFB130,8,12212843,12220196,-,7354
RNA5SP254,8,12235524,12235573,-,50
DEFB108P4,8,12243306,12247656,-,4351
ZNF705C,8,12258016,12261271,+,3256
FAM66A,8,12263898,12312881,+,48984
RP11-351I21.7,8,12276246,12277426,-,1181
RP11-351I21.6,8,12280559,12282145,-,1587
DEFB109P1,8,12295089,12302246,-,7158
RP11-351I21.11,8,12314707,12316253,+,1547
FAM90A25P,8,12316964,12319970,-,3007
ALG1L12P,8,12322912,12326880,+,3969
AC087203.1,8,12324884,12324949,+,66
FAM86B2,8,12327284,12338286,-,11003
AC130352.1,8,12338997,12468794,+,129798
RP11-351I21.10,8,12349893,12413158,-,63266
RP11-419I17.1,8,12378342,12379002,+,661
AC130352.2,8,12428618,12428721,+,104
RPS3AP34,8,12472230,12473010,-,781
AC068587.2,8,12479885,12480032,+,148
RP11-303G3.6,8,12482167,12482943,+,777
RPS3AP35,8,12530356,12531136,-,781
AC068587.1,8,12537984,12538132,+,149
RP11-303G3.9,8,12540308,12540482,+,175
RP11-303G3.10,8,12577915,12578269,-,355
OR7E8P,8,12586034,12587033,-,1000
OR7E15P,8,12598187,12599153,-,967
OR7E10P,8,12604946,12605936,-,991
MIR5692A1,8,12621007,12621075,+,69
LONRF1,8,12623774,12657953,-,34180
MIR3926-1,8,12629112,12629184,-,73
RP11-252C15.1,8,12667729,12713358,-,45630
LINC00681,8,12696123,12720171,+,24049
AC090133.1,8,12807718,12807801,+,84
KIAA1456,8,12847522,12933383,+,85862
KIAA1456,8,12853236,12909550,+,56315
RP11-369K16.1,8,12860267,12864080,+,3814
U6,8,12946230,12946336,+,107
DLC1,8,12985241,13417538,-,432298
Y_RNA,8,13062058,13062159,+,102
RP11-10C8.2,8,13240454,13244634,+,4181
MTND4P7,8,13255281,13255410,-,130
RNA5SP255,8,13437909,13438015,+,107
RP11-145O15.3,8,13459537,13506490,-,46954
C8orf48,8,13468723,13470167,+,1445
RP11-145O15.2,8,13485769,13486413,-,645
RP11-436P7.1,8,13597454,13607386,+,9933
RP11-436P7.2,8,13643689,13644661,+,973
RP11-480O10.1,8,13745981,13750989,-,5009
RP11-480O10.2,8,13811111,13811660,-,550
RP11-510I21.1,8,13924567,13925302,-,736
SGCZ,8,13991744,15140219,-,1148476
RP11-3G21.1,8,14063177,14067239,+,4063
RP11-138H14.1,8,14210913,14211552,+,640
U7,8,14221335,14221396,+,62
Y_RNA,8,14234435,14234543,+,109
U6,8,14389656,14389759,-,104
AC021760.1,8,14416621,14416745,+,125
RP11-776K3.1,8,14592262,14592499,+,238
MIR383,8,14755318,14755390,-,73
CTD-2023J5.1,8,14780937,14781699,-,763
RP11-782K4.1,8,15227176,15227449,+,274
TUSC3,8,15319095,15668529,+,349435
AC091559.1,8,15423764,15423846,+,83
RP11-235P11.1,8,15590794,15591442,-,649
PPM1AP1,8,15708029,15709163,-,1135
RP11-77B22.1,8,15845005,15845412,+,408
RP11-77B22.2,8,15875195,15902204,+,27010
MSR1,8,16009758,16469370,-,459613
RP11-447G11.1,8,16177561,16178176,+,616
MRPL49P2,8,16276498,16276962,+,465
RP11-13N12.2,8,16506135,16566759,+,60625
RP11-13N12.1,8,16578785,16816924,-,238140
Metazoa_SRP,8,16765080,16765376,-,297
FGF20,8,16894049,16904061,-,10013
EFHA2,8,16929118,17024524,+,95407
RP11-468H14.2,8,17033061,17051669,+,18609
RP11-468H14.1,8,17052181,17052768,-,588
ZDHHC2,8,17057909,17126679,+,68771
CNOT7,8,17131108,17148758,-,17651
VPS37A,8,17148451,17204307,+,55857
MTMR7,8,17199910,17315408,-,115499
ADAM24P,8,17371382,17373482,+,2101
SLC7A2,8,17398975,17472357,+,73383
PDGFRL,8,17478215,17545860,+,67646
MTUS1,8,17545584,17702706,-,157123
MIR548V,8,17583367,17583446,-,80
RP11-326L2.1,8,17605777,17607976,+,2200
RNA5SP256,8,17649907,17650019,+,113
RP11-156K13.1,8,17703134,17762858,+,59725
RP11-806O11.1,8,17710730,17722657,+,11928
FGL1,8,17766169,17812154,-,45986
RP11-156K13.2,8,17783832,17784450,+,619
RP11-156K13.3,8,17807545,17809676,+,2132
PCM1,8,17824629,17929758,+,105130
ASAH1,8,17958214,17986774,-,28561
CTD-2547L16.1,8,17986657,17998183,+,11527
CTD-2547L16.3,8,17990358,17991476,-,1119
NAT1,8,18072266,18125478,+,53213
CTD-2547L16.2,8,18102713,18102994,-,282
AACP,8,18272396,18273273,+,878
RP11-685B14.1,8,18285064,18285707,-,644
NAT2,8,18293035,18303008,+,9974
PSD3,8,18429091,18986520,-,557430
RP11-161I2.1,8,18622695,18636195,+,13501
RPL35P6,8,18676337,18676708,-,372
AC090420.1,8,18711290,18711416,-,127
SNORA62,8,18881409,18881562,+,154
RP11-420B22.1,8,18891069,18902742,+,11674
RP11-1080G15.1,8,18986782,19161259,-,174478
RP11-1080G15.2,8,18993523,19016814,+,23292
RP11-618M23.1,8,19139527,19143702,+,4176
RP11-618M23.2,8,19148140,19151030,+,2891
RP11-618M23.4,8,19156031,19159124,-,3094
SH2D4A,8,19215408,19298009,+,82602
CSGALNACT1,8,19305952,19659820,-,353869
RP11-1105O14.1,8,19580363,19590725,+,10363
INTS10,8,19718931,19753874,+,34944
LPL,8,19803508,19869049,+,65542
AC100802.3,8,19981096,20020233,+,39138
AC100802.2,8,20015134,20015463,-,330
SLC18A1,8,20046646,20084997,-,38352
ATP6V1B2,8,20099158,20128610,+,29453
U6,8,20131570,20131668,+,99
LZTS1,8,20147956,20205754,-,57799
LZTS1-AS1,8,20177564,20192249,+,14686
RNA5SP257,8,20191965,20192080,+,116
RP11-563N12.2,8,20252001,20274560,+,22560
RP11-404E12.1,8,20452992,20453196,+,205
U3,8,20516620,20516717,-,98
RP11-108E14.1,8,20557482,20601925,-,44444
TMEM97P2,8,20836226,20836628,-,403
RP11-369E15.1,8,20843219,20851966,+,8748
RP11-369E15.3,8,20854436,20875668,-,21233
